
Hour Differences between two sheets:
E1021 => 0.20000000000000018 hrs
E1020 => 0.0 hrs
E1025 => 0.28000000000000025 hrs
E1024 => 0.54 hrs
E1023 => 0.0 hrs
E1022 => 0.06999999999999984 hrs
E1029 => 0.010000000000000009 hrs
E1028 => 0.3800000000000001 hrs
E1027 => 0.29000000000000004 hrs
E1026 => 0.2999999999999998 hrs
E1010 => 0.5900000000000007 hrs
E1014 => 0.019999999999999796 hrs
E1013 => 0.3299999999999996 hrs
E1012 => 0.8500000000000001 hrs
E1011 => 0.5 hrs
E1018 => 0.1999999999999993 hrs
E1017 => 0.3700000000000001 hrs
E1016 => 0.2400000000000002 hrs
E1015 => 0.0 hrs
E1019 => 0.27 hrs
E1043 => 0.20000000000000018 hrs
E1042 => 0.17999999999999994 hrs
E1041 => 0.42999999999999994 hrs
E1040 => 0.8599999999999999 hrs
E1003 => 0.4900000000000002 hrs
E1047 => 0.0 hrs
E1002 => 0.34999999999999964 hrs
E1046 => 0.3599999999999999 hrs
E1001 => 0.5 hrs
E1045 => 0.0 hrs
E1044 => 0.20000000000000018 hrs
E1007 => 0.0 hrs
E1006 => 0.2999999999999998 hrs
E1005 => 0.20999999999999996 hrs
E1049 => 0.0 hrs
E1004 => 0.0 hrs
E1048 => 0.4099999999999999 hrs
E1009 => 0.40000000000000036 hrs
E1008 => 0.3000000000000007 hrs
E1050 => 0.2400000000000002 hrs
E1032 => 0.19999999999999973 hrs
E1031 => 0.0 hrs
E1030 => 0.0 hrs
E1036 => 0.25 hrs
E1035 => 0.0 hrs
E1034 => 0.6699999999999999 hrs
E1033 => 0.21999999999999975 hrs
E1039 => 0.13000000000000078 hrs
E1038 => 0.34999999999999964 hrs
E1037 => 0.6099999999999994 hrs
